artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Ugly Kid Joe,Ace of Spades,7yCz8KfMwOKYTYFdF6x7Z0,28,2015,funk,0.376,0.991,3,-2.607,0,0.0924,5.04e-05,0.00479,0.137,0.494,149.936,164772,4
Sonja Prunnbauer,"Nocturnal for Guitar, Op. 70 (after John Dowland)",3JCf7lOmoZG0jAttxw5o16,3,2009,guitar,0.403,0.0171,6,-30.214,0,0.0542,0.992,0.894,0.107,0.041,140.74,1083973,3
Rafael Anton Irisarri,Fractal,7cSEi1XJQJbol1NvXYhUZe,4,2007,ambient,0.251,0.29,2,-20.02,1,0.0401,0.916,0.951,0.065,0.0333,125.591,298000,4
Berwanger,Welcome to the Dollhouse,2vNnvRBemBf1FFzSfX2koA,11,2022,power-pop,0.496,0.706,0,-9.822,1,0.0312,0.0338,0.0,0.514,0.485,154.954,166428,4
Corinne Bailey Rae,Butterfly,5Afex9NSRWJJgNELXyGrcG,37,2006,soul,0.505,0.505,2,-8.296,1,0.0362,0.183,0.00173,0.0802,0.339,147.585,233093,4
Aosoth,Winds of the Abyss,2Tu3XRiei8M0hNhz1XRqVX,1,2006,black-metal,0.129,0.971,5,-1.734,0,0.0865,0.0,0.00308,0.19,0.035,75.819,190400,4
Anna Maria Kaufmann,Fernsehapparat,2Ah1ERUIMnFDdNdRFbXjZ2,0,2012,show-tunes,0.716,0.509,0,-6.636,0,0.0467,0.79,0.0,0.197,0.752,84.984,152707,4
Nick Holder,Moments in Dub,2xwozoP1eExtAHftstw3nq,2,2008,deep-house,0.897,0.582,5,-12.191,0,0.0745,5.5e-05,0.811,0.0933,0.708,121.076,202707,4
Cindy Cashdollar,Foggy Mt. Rock,5JwJruLgiTV7UxYs3TII8e,13,2020,guitar,0.502,0.766,7,-9.785,1,0.0369,0.529,0.804,0.0992,0.641,106.984,175093,4
Ernesto Cortazar,Till,2ipLBPSt6vfEDYdcDEp3qz,27,2012,new-age,0.189,0.203,3,-15.71,0,0.0345,0.618,0.573,0.118,0.0393,110.79,251346,5
Masomenos,Space Flamenco,50TQIzaF8Jtft7oaArsk8n,0,2008,minimal-techno,0.787,0.739,8,-11.527,0,0.176,1.52e-05,0.955,0.112,0.536,123.979,377467,4
Aquasky,Heatwave - Vocal Mix,2Lwwthehf8hD0VpqbZTMCb,0,2013,breakbeat,0.699,0.932,8,-3.744,1,0.0877,0.0124,0.0,0.0285,0.66,139.97,333129,4
Lyle Lovett,Isn't That So,32hM7vrUmYRIFBqyqAfr95,10,2012,singer-songwriter,0.632,0.667,6,-8.8,1,0.0402,0.432,0.00148,0.0877,0.838,127.872,291773,4
Traditional,Grido del venditore di pesce,2QTQnWuZZoZZHBGkqGy1tx,0,2002,sleep,0.351,0.0528,1,-23.098,1,0.0525,0.994,0.000133,0.0867,0.161,77.744,73040,5
Deekline,Ill Street Blues,0kqbKjOZpi48jBY7Sdr3f1,22,2004,breakbeat,0.737,0.704,1,-14.238,0,0.0601,0.0477,0.0303,0.357,0.785,140.996,276297,4
White Reaper,Little Silver Cross,4OegsFHZGjAniZ4JFUcyHj,28,2017,garage,0.396,0.986,11,-2.238,1,0.439,0.0612,0.000221,0.441,0.187,165.087,251074,4
Einmusik,Caramel,6SWaPVw1U27HKNQ1311hSL,34,2022,german,0.683,0.699,6,-9.76,0,0.0402,9.62e-05,0.862,0.0813,0.412,121.998,448057,4
Sleeping Wolf,Blindfold,3v1zpoKkRbm45lGXVzlSEH,40,2015,alt-rock,0.38,0.724,3,-4.862,0,0.0406,0.177,0.0235,0.0921,0.253,158.099,195133,4
MR TOUT LE MONDE,Live Your Life,3IVXsYvOkJH7SxJKk3Iwst,49,2021,french,0.559,0.5,4,-8.823,1,0.0276,0.674,0.425,0.0905,0.149,119.995,179000,4
The Black Keys,The Flame,5owwQRI26FgSfJVOR8Odn8,32,2006,alt-rock,0.456,0.62,9,-8.297,0,0.0588,0.845,0.104,0.108,0.47,125.413,275893,4
Virtual Riot,Stargarden,4XSe2GELxdO3CLES4fsZdg,24,2017,dub,0.537,0.87,7,-6.33,0,0.0354,0.0196,0.346,0.127,0.488,139.994,281496,4
Plague Rages,Ascensão,7hk22igYVjWFF3R0f4PP4N,0,2016,grindcore,0.0,0.954,2,-2.078,1,0.0,0.000469,0.994,0.256,0.0,0.0,14997,0
Liquid Mind,Transcendence,2EfugeFiS9SIfutcgjUvBf,23,2022,ambient,0.06,0.136,0,-22.692,1,0.0443,0.866,0.849,0.116,0.0331,59.646,647120,4
Danza Invisible,Los tambores,2nVl1LMq6Cye8NDm8ved0U,0,2001,spanish,0.342,0.906,0,-4.23,1,0.196,0.0291,0.0371,0.0558,0.671,194.215,260493,3
Antonio Rey,Chakiba (Bulería),04gKIcYtQVTf02SG1M0ZxH,10,2007,guitar,0.742,0.471,8,-13.355,1,0.0712,0.791,0.276,0.0571,0.753,123.103,224920,3
Off With Their Heads,My Episodes,2LPoZ0ToV1A2atD2CWRYOI,22,2010,folk,0.465,0.499,9,-7.207,1,0.0294,0.242,1.11e-05,0.111,0.135,115.902,246653,3
Donell Jones,Love Like This,4tPkjqlqqWs2poSCNjYfU4,29,2010,hip-hop,0.695,0.735,7,-3.439,1,0.0638,0.0679,0.0,0.0935,0.686,137.943,215652,4
Triumphant Quartet,When Morning Sweeps the Eastern Sky,1pSiUb1YkCPo74h7IlToFq,11,2014,gospel,0.617,0.67,2,-4.17,0,0.191,0.926,0.0,0.0858,0.73,118.484,92013,4
Heart,I Need the Rain,21AtHaX6bHC6UlkhLltjmh,5,2004,hard-rock,0.475,0.46,9,-7.562,0,0.0257,0.562,5.29e-06,0.105,0.242,155.918,260827,4
Xiao Changhua,Selecting the Supreme Commander,4OdevwBsLo21heFRlserli,0,2006,opera,0.423,0.095,2,-22.887,0,0.161,0.991,0.0137,0.234,0.489,75.413,181587,3
Fancy,"Chinese Eyes - 12"" Version",3K7Q5RduMTquFXE4vMJnoZ,26,2013,disco,0.67,0.845,1,-7.234,0,0.0347,0.00266,0.604,0.218,0.875,123.393,349987,4
La Sonora Dinamita,Cumbia para María,50I8oT73iynYMGV8CRpn4l,8,2015,salsa,0.791,0.497,10,-10.829,1,0.0574,0.326,0.00186,0.0762,0.787,109.438,163000,4
Martin Jondo,Somehow,3NmgBdsZEVtPVqs6ItFvXU,30,2005,german,0.817,0.682,11,-6.013,0,0.0773,0.0654,0.0,0.119,0.616,92.99,288040,4
Los Dementes,Catalina,3trk5MO01gejRqRDWFh4Dh,0,2000,salsa,0.72,0.561,7,-6.276,0,0.0356,0.623,0.000284,0.135,0.843,89.841,227120,4
Vladimir Troshin,Морзянка,4brDmL23w3frMpxicIbFGL,1,2017,romance,0.666,0.144,9,-16.037,0,0.0589,0.97,0.215,0.113,0.462,107.174,238080,4
Heather Headley,Like Ya Use To,7Mb76pOEKg2x1r0VkTxJcT,9,2002,soul,0.707,0.863,6,-6.683,0,0.112,0.137,0.0405,0.34,0.938,170.077,245133,4
Eizo Japan,Kibou yo sore wa,3iMzyvPZz5eOG9b4h1rNOt,0,2010,heavy-metal,0.484,0.927,1,-3.895,1,0.0691,3.14e-05,0.281,0.328,0.557,112.011,174320,4
Dúo Wayra,Cholita de Ojos Azules,4I6xKTGnjyJ4Jm5K3cWMZx,22,2011,guitar,0.376,0.302,9,-10.21,1,0.0457,0.859,3.75e-06,0.273,0.231,57.444,223608,4
Eldkraft,Undrets Tid,29C0F0UnuFg6cPXGnUR0Qz,0,2013,heavy-metal,0.11,0.972,7,-3.782,1,0.082,0.00113,0.294,0.204,0.0397,90.031,268743,3
Dawn Wall,Dead Priest,4ZIJ6O04UUgFCZEulJvgm9,20,2022,drum-and-bass,0.436,0.714,0,-5.015,1,0.097,0.000479,0.77,0.0859,0.195,173.014,251792,4
North Mississippi Allstars,51 Phantom,5HaJxgJOiX8REuzQnpBB5o,12,2001,blues,0.435,0.874,4,-7.934,1,0.0704,0.0233,4.16e-05,0.463,0.511,187.082,197667,4
YAKZ,Add Some Spice VIP,7sPLkhy6PCHo7MjYgIeeuB,20,2019,dub,0.799,0.959,1,-0.559,1,0.139,0.0564,0.0544,0.603,0.665,144.992,225103,4
Hawthorne Heights,Cross Me Off Your List,0DcQrpoSpIwe0jiuR23WOK,25,2006,hardcore,0.443,0.84,4,-3.989,1,0.032,0.00523,0.0132,0.0805,0.427,155.005,220493,4
LOVA,Dance For The Hell Of It,1G8nKybzD7qlBxfZYFSybv,50,2021,swedish,0.638,0.705,8,-4.499,1,0.0406,0.0178,0.0,0.124,0.503,160.07,195199,4
Corrosive Sweden,Hold,1W6HttnmpIwP8VdvpBhgqg,0,2014,heavy-metal,0.439,0.809,8,-4.83,1,0.0494,9.02e-06,0.0064,0.0766,0.275,94.978,227787,4
Andrew Lloyd Webber,I Don't Know How to Love Him,4LpAOw4VeMJoBVzDZcmiEg,1,2018,show-tunes,0.295,0.366,2,-7.666,1,0.0328,0.504,7.7e-05,0.0963,0.343,146.4,249453,4
Joe Pug,I Do My Father's Drugs,1WfaepSEaRFtnsCT5wNRq2,34,2008,folk,0.496,0.393,4,-7.891,0,0.0274,0.529,0.0,0.104,0.127,89.622,168427,4
No Justice,Red Dress,0WnCbAjM4OenNPjDVJUUHa,24,2006,country,0.663,0.605,5,-7.848,1,0.0277,0.0334,0.0,0.124,0.417,114.501,217040,4
Plump DJs,Doppler,0ty9LF3noIZ10JCAYyo6Nm,4,2011,breakbeat,0.697,0.856,11,-6.187,0,0.0459,0.0159,0.856,0.215,0.726,133.997,411960,4
Libero 5,Bitte kein Altbier,1VEdga7MLEbr0IpVCMMBU2,0,2005,party,0.769,0.981,7,-2.562,1,0.102,0.0641,0.0,0.191,0.73,141.982,226707,4
Sky Saxon,Cynical Watcher Mr. Peep,7D0ZmCRElPVTlUWpQFfxDM,1,2004,garage,0.558,0.577,2,-7.32,0,0.0271,0.576,0.0,0.976,0.697,96.944,334253,3
Eminence,Give it Up (Clepto's ClassiReprise),4EMlcAgW0v1BYIU2s1vNOA,1,2001,edm,0.558,0.596,1,-8.076,0,0.0525,0.0526,0.0344,0.161,0.766,125.978,366613,4
Agoraphobic Nosebleed,Pigs Smell Fear,0pVsIgKmMmvXhAxtObrmmF,3,2005,grindcore,0.236,0.949,1,-3.695,1,0.234,3.93e-06,0.683,0.291,0.311,115.1,30973,4
Natasha Leggero,As Little as Possible,5S7wFugoMm3JpYJq8vunqp,30,2011,comedy,0.572,0.809,3,-7.042,0,0.934,0.889,0.0,0.931,0.52,118.51,163342,4
Barely Pink,Sixteen's Gone,012gJdnMztpM3srhNx1Y6l,0,2002,power-pop,0.517,0.953,4,-3.264,1,0.0779,0.000996,7.15e-06,0.338,0.684,141.892,217213,4
WOOSUNG,Hangover,1gk4GP16xGOcQH9GaHw3fj,38,2021,k-pop,0.733,0.5,10,-7.056,1,0.232,0.757,0.0,0.205,0.552,93.948,146852,4
Vishal-Shekhar,Jag Ghoomeya,5APf1WWCzBgHxpYQz3PV9H,22,2019,pop-film,0.601,0.578,11,-8.29,1,0.0292,0.594,0.825,0.098,0.415,82.97,283481,4
Sub Sonik,Drums Of War,6rUlXC375tM8gsgQy5K110,20,2018,hardstyle,0.39,0.99,8,-1.572,1,0.439,0.0188,0.0,0.306,0.175,155.064,151966,4
Aisar y El Expresso de Cuba,Llegó el Expresso,3R0jku5wpmmMPd1jA3WuEV,12,2017,salsa,0.783,0.901,11,-2.622,0,0.0433,0.257,0.000137,0.102,0.595,102.982,387600,4
Bo Kaspers Orkester,Ett ögonblick i sänder - Live på Cirkus,4DdvWquFTpIIxpytKXSMHr,8,2004,swedish,0.677,0.374,7,-12.421,1,0.044,0.813,0.000412,0.651,0.387,85.727,240000,4
Forró Real,Você Me Usou Tô Decepcionada,18a58HedzPP8yRrRKVkXoO,10,2020,forro,0.661,0.854,5,-6.182,1,0.0955,0.655,0.0,0.291,0.852,102.226,205768,4
Organic Nature Sounds,Rose Wreath,6kpKbvrURlGwePcqmDO7hA,0,2001,sleep,0.151,0.0862,0,-27.213,1,0.0344,0.707,0.865,0.152,0.0382,136.813,189474,4
Vexaic,Soar The Skies,0IYjB0IRFgrnbshWYlaqgZ,24,2017,dub,0.402,0.54,4,-10.822,0,0.0414,0.00145,0.519,0.149,0.0556,119.886,196049,4
Foreigner,Say You Will [Live 2008],1vDXRIEBUbPEjeiHsHUxrD,8,2008,hard-rock,0.63,0.569,1,-6.381,0,0.0341,0.399,0.0,0.674,0.52,123.155,271760,4
Krishnaraj,Kodambakkam Kuyilu,44ayM8eLcbjc88zW234zi7,0,2007,pop-film,0.732,0.911,4,-6.323,0,0.161,0.605,0.000447,0.456,0.929,140.024,245316,4
Autechre,Notwo,7pbyqWxvuUazwjn59OSS8B,11,2008,ambient,0.0687,0.0306,9,-26.274,0,0.0432,0.893,0.955,0.104,0.0308,77.909,334160,4
2Pac,Pac's Life,0kZnocAcgakb384KIJ9rZ9,54,2006,funk,0.772,0.891,1,-3.029,1,0.183,0.128,0.0,0.323,0.849,95.306,217440,4
Larry Sparks,The Rock I Stand On,2vjCoDQxJTXOk2BnE003ss,15,2011,gospel,0.649,0.573,9,-11.859,1,0.0328,0.644,1.12e-06,0.0887,0.802,118.283,156693,4
LCD Soundsystem,All I Want - London Session,6BGJpGsgutY7pf9nz2YkOF,17,2010,electronic,0.439,0.797,7,-7.101,1,0.0368,0.171,0.405,0.113,0.748,136.584,389133,3
3R2,Pancake Is Love,3xSc6ofg2Q2v825OmoBRsM,32,2018,electronic,0.535,0.973,9,-5.007,1,0.0582,0.0143,0.287,0.339,0.97,154.974,221679,4
Beach House,Lovelier Girl,31L5UB9HKtadbvVEGhkLGp,40,2006,indie-pop,0.482,0.161,9,-16.43,0,0.0291,0.862,0.871,0.0969,0.13,99.489,182747,3
Mulatu Astatke,"Cha Cha - taken from the album ""Inspiration Information 3""",1c5yisxTfi3UgpWXXKm3cu,0,2013,afrobeat,0.687,0.729,7,-4.997,1,0.0374,0.711,0.847,0.529,0.843,147.777,275373,4
Vanilla Ice,Mecca & Ice,0yWZdLf56oZpDqiJPFYcur,3,2005,house,0.858,0.857,4,-5.336,0,0.241,0.0552,7.98e-05,0.242,0.61,88.565,262760,4
CalledOut Music,More,7jlVq2EpJBtWftvNKA0Qt1,17,2018,afrobeat,0.831,0.346,11,-13.152,0,0.138,0.0701,1.04e-05,0.133,0.532,99.976,241842,4
Christopher Wong,漂流瓶裡的聲音,76Nb35j5NtIY5azX2QiQi7,0,2019,cantopop,0.599,0.42,5,-8.421,0,0.0425,0.794,0.0,0.112,0.31,116.828,208875,4
The Brooklyn Tabernacle Choir,O the Blood,0BKeHjgigDIkskc8acjYqC,14,2013,gospel,0.324,0.339,7,-8.091,1,0.0306,0.816,0.0,0.0853,0.195,118.013,359493,4
The Doobie Brothers,"White Sun - Live at The Beacon Theater, New York, NY, 11/18/2018",5vdxboOsjqlN3QkJXi1GpP,13,2019,hard-rock,0.374,0.656,8,-7.799,1,0.0431,0.54,0.00177,0.925,0.225,175.873,241353,4
Amethystium,Lhasa - 20th Anniversary Edition,1escVjbwojf3wBVzGcDiuZ,15,2020,new-age,0.53,0.479,2,-10.402,1,0.0236,0.236,0.92,0.361,0.079,100.015,205440,4
Hey Hey Camaguey,Amor de Lujo,6TeCZZ20vxkgsKc5weeHLT,7,2023,salsa,0.72,0.647,9,-7.905,0,0.0523,0.766,0.000656,0.0879,0.813,96.236,333000,4
Six Feet Under,Resurrection Of The Rotten,7ypJkrNPNrKSAlbjsEikqH,8,2007,death-metal,0.227,0.969,10,-5.479,1,0.17,6.18e-05,0.898,0.177,0.366,148.147,175147,4
Traditional,Ai kuinka kauniilta kuuluupi,52vvJYHbJDktzKykQBmATY,0,2004,sleep,0.191,0.327,9,-11.847,0,0.0366,0.994,0.827,0.159,0.16,93.347,180720,5
Anson Seabra,Gingerbread House,2Lpw04en4EUxdT9IgMTPog,29,2021,singer-songwriter,0.507,0.305,8,-8.687,1,0.0997,0.219,0.0,0.142,0.391,83.521,214648,4
EST Gee,In Town (feat. Lil Durk),263eZVLZKivILcoy9gend3,42,2021,k-pop,0.613,0.671,11,-5.297,0,0.3,0.0278,0.0,0.354,0.308,81.534,165690,4
DJ Icey,Lockin',7inzqxLW0kQx53ErmkEWK5,10,2016,breakbeat,0.73,0.838,1,-5.422,1,0.0347,0.00119,0.639,0.116,0.222,127.993,197093,4
Leo Estakazero,Ao Som de um Xote,7c1AQqtNy5J2SnftMfYY4b,4,2007,forro,0.655,0.72,7,-5.095,1,0.0385,0.122,0.0,0.346,0.833,81.975,183373,4
Newfound Interest in Connecticut,The Computers Stopped Exchanging Information,2NCG9GdwhMTDxNZ24CVlEF,31,2021,emo,0.182,0.535,0,-8.229,1,0.0373,0.0025,0.62,0.146,0.038,177.518,430479,4
Christopher Wong,當你習慣害怕,26z9IkHXuYtCkGAW134BQe,0,2011,cantopop,0.578,0.365,0,-8.289,1,0.0381,0.857,9.68e-05,0.139,0.336,125.729,255853,4
Кипелов,Ещё повоюем,7b1FqdHsIg77CBimV0JcTY,10,2011,heavy-metal,0.373,0.977,11,-2.224,0,0.127,0.000625,0.00226,0.407,0.186,163.989,400053,4
Maria Rita,Recado,7pcah5yHnL700OMFhfoVys,17,2005,samba,0.712,0.457,7,-11.085,0,0.0823,0.347,0.00217,0.115,0.748,90.649,237413,4
Claude Debussy,"2 Arabesques, L. 66: I. Andantino con moto",1vZAzqeYO2sAeTSGc24m2k,48,2018,classical,0.373,0.00783,6,-35.324,0,0.0369,0.995,0.894,0.0512,0.0815,65.097,252600,3
Black Stone Cherry,My Last Breath,3UITTAslZBNrDYM6mCtXW8,22,2018,hard-rock,0.539,0.587,8,-5.488,1,0.0325,0.0446,1.08e-06,0.104,0.615,79.688,258880,4
dj funk,Titties and Beer,6tx8vYmwWyqHDEvNZFB54M,4,2012,chicago-house,0.771,0.959,8,-4.775,1,0.0522,5.15e-06,0.907,0.0576,0.43,143.019,338879,4
A MILLION DEAD BIRDS LAUGHING,Martyr,62NgC4Yj1a6EDsidIcV9s9,0,2012,grindcore,0.531,0.953,11,-6.21,0,0.18,8.28e-05,0.0172,0.277,0.14,122.672,55165,4
Tren Loco,Rostro Oscuro,57YkRgTs6n6l7iOnOpRzv1,12,2002,heavy-metal,0.367,0.775,7,-5.352,1,0.0596,0.00302,0.0,0.0714,0.432,102.587,247173,4
Cyber,A New World - Radio Edit,6Fga2egUGzTNqXYt4K62VL,0,2017,hardstyle,0.544,0.934,2,-5.485,1,0.0934,0.00338,0.128,0.154,0.186,150.016,197658,4
Mr FijiWiji,Time to Say Goodbye,2JfgVUugCL9YPPuC1eGq0U,31,2016,chill,0.463,0.513,6,-9.226,1,0.0646,0.625,0.000458,0.269,0.157,134.148,259702,4
The Vision Bleak,The Wood Hag,2GoCog1wVErwnAcNFBWQ6I,16,2013,goth,0.401,0.971,2,-5.624,1,0.0543,0.00333,0.0868,0.255,0.391,149.998,237080,4
Kind of Like Spitting,Following Days,0Z5pIKY86kgPor7tnPcS6z,4,2002,emo,0.518,0.782,10,-6.282,0,0.111,0.0115,0.0,0.0798,0.916,109.998,109853,4
Binaural Beats,For Spiritual Development - Epsilon Binaural Beats,1V244IcvmN05WtkrC5V4yQ,10,2012,sleep,0.0891,0.0178,0,-27.007,1,0.0574,0.873,0.971,0.108,0.0361,87.693,1200000,3
Los De Marras,Escápate,5bb3NQA6fspxJULi3acfkB,41,2011,spanish,0.545,0.922,2,-3.672,1,0.0629,0.000871,4.31e-05,0.334,0.898,165.104,191480,4
JJ Lin,小酒窩,53WV5mAY2opmFC0r0LjRdM,57,2008,pop,0.637,0.442,3,-6.073,1,0.0254,0.732,0.0,0.127,0.338,95.201,218027,4
Girls' Generation,예감 Bump It,0JbZnZ21MrSMZbOv81F0Kf,34,2015,k-pop,0.706,0.895,7,-2.815,1,0.0843,0.293,0.0,0.0682,0.604,88.024,228638,4
The Detroit Cobras,Over to My House,4UKqyKTuOKNouH4q1x921A,16,2008,blues,0.313,0.478,4,-13.997,1,0.0356,0.48,0.000425,0.361,0.924,165.317,212613,4
Majestica,Ghost of Christmas Past,2MNcm4QLLaLKFvgozI2cWj,21,2020,swedish,0.446,0.977,6,-5.631,1,0.0676,0.000666,0.00845,0.349,0.348,129.965,309000,4
Goatwhore,When Steel and Bone Meet,6Si5qz7iDWYr9e8T6NsdXs,23,2012,black-metal,0.446,0.992,1,-4.535,1,0.101,7.51e-05,0.194,0.325,0.433,145.126,192493,4
Los Reyes Del Tango,La Espuela,1bRCLGY66SsHHxjlfdUO8j,2,2005,tango,0.674,0.582,5,-4.98,1,0.0389,0.783,0.0492,0.0697,0.839,111.142,155547,4
Hacken Lee,飛翔的蒲公英 - 電視劇《秋蟬》主題曲,4hBYmRBuTGFWL3XgRQF131,2,2020,cantopop,0.359,0.596,7,-9.775,1,0.0574,0.75,2.74e-06,0.204,0.345,151.826,309474,4
JJ Grey & Mofro,WYLF,6WxRqdZmeTPUvJg3SSqBEM,29,2008,blues,0.784,0.55,7,-7.564,0,0.0318,0.207,0.0609,0.214,0.349,97.131,256947,4
Jason Mraz,Sleep All Day,7r9GpTm0fOOIDVsUSNBhXM,13,2014,acoustic,0.616,0.81,2,-6.51,1,0.0668,0.369,0.0,0.107,0.79,97.994,296844,4
Uffie,Ricky,2wOJHMu3dycgHJebj6ig3T,13,2010,electronic,0.665,0.856,1,-5.861,1,0.0478,0.189,0.00327,0.0345,0.945,171.213,252160,4
K-Klass,Rhythm Is a Mystery - Remix,0Qrc8q5Oeyq80JBQL7fwDW,15,2008,techno,0.646,0.874,1,-10.147,1,0.0437,0.0284,0.689,0.352,0.894,121.665,398547,4
Richard Wagner,"Die Walküre, WWV 86B / Act I: Winterstürme wichen dem Wonnemond - Remastered 2022",7L4fySpLEjvmXBh3FT1JGh,8,2022,opera,0.305,0.247,5,-11.603,1,0.0377,0.975,0.0512,0.231,0.143,73.933,176853,1
Lata Mangeshkar,"Lag Ja Gale Se Phir (From ""Woh Kaun Thi"")",6clAHjokFftNtzUjOfH7WK,43,2018,pop-film,0.317,0.452,8,-11.87,1,0.0389,0.794,0.000884,0.285,0.395,132.477,257613,3
Liquido,Made in California,3vMufAkGPL0JYklXKaVJsi,6,2000,german,0.518,0.957,10,-4.973,1,0.0409,0.000413,0.000796,0.114,0.585,154.051,290857,4
Lexie Liu,Manta,2ckGH6FtxWeAv0SskcREd1,46,2019,electro,0.709,0.695,11,-4.289,0,0.0371,0.157,0.0,0.117,0.423,95.973,202061,4
MitiS,Mirrors,7eGerN5HquXiwfDTwiaDzr,30,2019,dub,0.463,0.808,8,-3.397,1,0.0434,0.453,0.0587,0.199,0.144,149.991,192000,4
Plies,Money Straight,50FrVFlxfvp5x5jwVgV4lR,25,2007,hip-hop,0.687,0.733,6,-4.128,0,0.129,0.0997,0.0,0.299,0.593,88.53,263173,4
Yagya,Fyrsti Stormur,6nNu6MczdQxmYNfbEM6GLz,14,2019,minimal-techno,0.643,0.678,10,-15.953,0,0.0407,0.389,0.944,0.0869,0.19,126.991,393018,4
Anuradha Paudwal,Neej Majhya Swamiraya,4y2UdHxmilX7m8mj6eY7G2,6,2003,pop-film,0.457,0.531,2,-6.023,1,0.0294,0.635,0.0,0.143,0.425,82.537,308347,3
Piano Peace,"A Whole New World (from Disney's ""Aladdin"")",1bI3iEmEPMjeHmC3KRFWQW,31,2020,piano,0.643,0.075,7,-20.87,1,0.046,0.993,0.926,0.0848,0.215,92.951,195000,4
Robert Lopez,The Wanda Samba,4ycIsDp6sEMlEoAwjvAvPI,11,2021,show-tunes,0.67,0.775,7,-6.738,1,0.0541,0.255,0.0,0.0988,0.375,85.553,53627,4
Jean Ritchie,With Kitty I'll Go - Remastered,2w5zbqwdvNUPBiP7p1Hea2,19,2004,folk,0.357,0.0419,8,-20.902,1,0.0461,0.986,3.2e-05,0.167,0.325,148.509,132773,3
Bubba Sparxxx,Lovely,4YJ7NqfjwQqR94TrMduuf3,15,2001,country,0.863,0.596,1,-8.823,1,0.238,0.243,0.00549,0.114,0.798,104.647,236973,4
Kardashev,Tier 2: Stellar Advancement,1tqlFHztXimJVfMO9rmtnb,6,2012,black-metal,0.431,0.974,5,-5.88,1,0.124,7.33e-05,0.974,0.204,0.118,119.838,188186,4
Idina Menzel,I Stand,0bDbn3DQK03Lh6waea6Y6K,5,2007,show-tunes,0.52,0.616,5,-5.097,0,0.0326,0.179,0.0,0.111,0.283,170.15,218627,4
lynch.,CALLING ME,4b9rishhHs8EclboRFzcL2,25,2023,metalcore,0.368,0.943,3,-3.364,0,0.132,1.72e-06,0.00015,0.314,0.466,92.374,136028,4
Victoria Clark,Say A Prayer,4VkQ90H10EBLZlX5XQHkgI,3,2015,show-tunes,0.271,0.208,1,-11.489,1,0.0395,0.924,0.0,0.121,0.0963,170.093,161667,3
Max Cooper,Organa - Patrice Bäumel Remix,1S2PdKmSkm1HBW62L8UnQ0,8,2017,minimal-techno,0.674,0.971,10,-8.005,0,0.0477,5.65e-05,0.898,0.101,0.273,125.0,380847,4
Gilberto Gil,Dinamarca,5642cn7jjX93mdQZYXfmKs,12,2000,samba,0.317,0.156,0,-11.307,1,0.0321,0.871,0.0,0.315,0.358,170.019,165427,4
The Three O'Clock,A Day In Erotica - Alternate Version,7gcDzmqBKPg2TN0sgl5mbO,3,2023,power-pop,0.19,0.691,2,-9.978,1,0.103,0.793,8.05e-06,0.162,0.343,164.512,266580,4
Calango Aceso,Fom-Fonrom-Fonfom,7usgldheh4PDc4trnG1pbC,0,2008,forro,0.681,0.794,6,-8.689,1,0.0553,0.702,2e-05,0.194,0.961,100.034,219063,4
Dar Williams,Farewell to the Old Me,6f4M3DvuUz7k1V1ka7IFgA,16,2003,folk,0.443,0.542,0,-7.025,1,0.0369,0.403,1.67e-06,0.15,0.449,83.18,165040,4
The Dollyrots,Twist Me to the Left,1hWevDWKD3zVOJvAN3AYcS,28,2012,power-pop,0.55,0.809,7,-5.488,1,0.0438,0.000166,0.0162,0.0651,0.808,165.979,159042,4
Eliane Elias,Você,1DDyFEuyXNbahY6tVMGBJC,29,2015,jazz,0.641,0.434,0,-10.845,1,0.0275,0.838,0.1,0.139,0.376,116.029,317773,4
Brick + Mortar,One Little Pill,0ebgvHPJBZO9oCUT1YPfVs,38,2017,alt-rock,0.622,0.691,6,-6.546,0,0.0358,0.0707,0.00371,0.277,0.272,141.928,166549,4
God Mother,Acrid Teeth,2z3k34W5H3QOXiqrI9FmwM,19,2017,swedish,0.404,0.958,1,-5.271,1,0.0713,1.64e-06,0.973,0.672,0.0553,105.053,74107,4
Rome Hero Foxes,Don't Close the Door,2qjchHWVFIJGCAdHPpr9Ft,16,2018,hardcore,0.495,0.844,4,-5.407,1,0.0435,0.00205,0.0031,0.125,0.646,109.988,232000,4
Sweet Rains,Slippin' Away (Sweet Rains Original Radio Mix),47oRzZUxFgGDco64xAU0pa,0,2003,deep-house,0.615,0.797,4,-5.59,0,0.0571,0.0233,0.00069,0.129,0.272,132.998,215213,4
Viers,Haruka,4qBMrVpu2cg02IYIbI3VYJ,1,2015,club,0.798,0.892,1,-9.322,1,0.0486,0.00421,0.896,0.115,0.033,130.002,415082,4
Sujatha,O Yesu Nadha,6r9T8pazUl57WaBxUUhLJk,0,2003,pop-film,0.378,0.404,5,-7.816,1,0.0326,0.696,0.0,0.125,0.328,184.065,234893,1
Frankie Valli,The Sun Ain't Gonna Shine (Anymore) - 2007 Remaster,3vuYvOIloJseWucky9QjSh,18,2007,disco,0.434,0.714,3,-8.104,1,0.0339,0.647,0.000397,0.0407,0.603,98.234,210373,4
