Unnamed: 0,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Mood
302321,Patti LuPone,Beauty in the World,5EN8xVS9LU4RNWYPApVD2p,6,2017,show-tunes,0.271,0.241,1,-9.906,1,0.0347,0.888,9.06e-06,0.206,0.154,78.29,241046,3,Sad
220600,Joakim Karud,Vibe With Me,0Uhqvi6l8E59jtb2YZasf0,34,2016,chill,0.619,0.83,1,-5.845,1,0.0443,0.000771,1.01e-06,0.343,0.611,148.021,173483,4,Happy
238801,Aeternitas,Buried Alive,2nBRTNikOjFs0qcZrLP3kO,0,2016,goth,0.306,0.78,11,-5.16,1,0.0423,0.00754,0.0207,0.0911,0.337,187.842,242973,4,Energetic
40739,Harshdeep Kaur,Ik Onkar-Japji Sahib,0gKhtcRLtamMh5HVOzxGcy,31,2012,pop-film,0.438,0.104,2,-14.354,1,0.0376,0.976,0.0,0.159,0.0471,136.968,2209731,4,Sad
394971,Being As An Ocean,Tragedy,7e8CuL07X8B7EKA4h84V9Z,52,2019,hardcore,0.464,0.707,2,-5.171,0,0.0425,0.13,3.75e-06,0.141,0.2,163.893,228600,4,Energetic
46435,Sambô,Palpite - Remasterizada,590YfDbKYDU5p5BW3Ok55q,8,2012,samba,0.453,0.789,0,-5.131,1,0.0448,0.201,0.0,0.271,0.467,94.995,208680,4,Calm
672050,Itamar Assumpção,Pesquisa de Mercado I,33soj7Qo3My1xqQvC7W1kr,6,2000,samba,0.682,0.675,7,-7.548,1,0.112,0.191,1.59e-06,0.0636,0.96,130.705,84893,4,Calm
1040751,Di Paullo & Paulino,"O Que E Que Eu Sou Sem Voce (Nada, Nada, Nada)",23rCw13AVOwe4atdhtCVus,40,2005,sertanejo,0.596,0.618,7,-6.223,1,0.0266,0.191,0.0,0.911,0.544,107.012,239693,4,Calm
230651,Big Gigantic,Miss Primetime (feat. Pell),3yPTvclOFf23OcsCEfy6i4,47,2016,edm,0.589,0.934,0,-1.436,1,0.12,0.00291,0.0,0.0918,0.586,136.888,215474,4,Energetic
58945,Whipstriker,We Came from the Wild Lands,47hoqmer7kGt7Ih0TYDw6J,5,2013,black-metal,0.381,0.996,9,-6.04,0,0.143,0.0252,0.00145,0.218,0.0326,121.032,295652,4,Energetic
1040180,Moacyr Luz,Rainha Negra,00Y1gm9q8f6CaxmBMMG5gr,3,2005,samba,0.664,0.492,0,-6.969,1,0.0316,0.667,0.223,0.0815,0.408,85.116,247618,4,Calm
988737,Steve Reich,The Desert Music: Third Movement Pt. One - Slow,1xBsqmMOg8ealCoEPPZdfN,6,2005,ambient,0.313,0.111,7,-20.966,0,0.0291,0.988,0.8,0.172,0.0368,74.704,419693,3,Sad
458105,DEXCORE,DRAGOUT.,6Q6iOprcHhOK9y7Ugc1vYb,31,2020,metalcore,0.424,0.879,2,-5.525,1,0.197,0.00445,0.039,0.329,0.175,154.907,238452,4,Energetic
622605,Groove Armada,Rescue Me - DJ Island Remix - Mixed - February 2023,2G2YWKsasodTIpZemRiiJp,10,2023,trip-hop,0.795,0.92,1,-5.863,0,0.0508,0.109,0.634,0.0953,0.668,122.985,241215,4,Happy
109920,Manafest,Edge of My Life,62WdfUYvjlipypyidc1dSz,47,2014,alt-rock,0.792,0.83,11,-4.785,0,0.0312,0.0848,0.0,0.124,0.732,105.002,213130,4,Happy
469044,Zé Neto & Cristiano,Preço Justo - Ao Vivo,1qBPrEFahLfc5EZYmMRQ4E,43,2020,sertanejo,0.43,0.929,3,-1.969,1,0.306,0.517,0.0,0.972,0.663,146.56,153370,4,Happy
343633,Ashbury Heights,The Mess I'm In,7lLOGet5BmNPP6VEiCKDTl,14,2018,industrial,0.639,0.892,0,-5.338,1,0.0322,0.00479,0.00292,0.232,0.537,127.97,287907,4,Energetic
457158,LUCY,Jogging,2U4fODlayH2blucJuyjBrU,45,2020,k-pop,0.698,0.872,5,-2.887,1,0.0405,0.386,3.22e-06,0.0853,0.937,138.016,203720,4,Happy
196092,Gioachino Rossini,Les soirées musicales: La danza (Già la luna è in mezzo al mare),5TyfVzoUnFa34zHUcsJ3LQ,5,2015,opera,0.439,0.435,5,-14.222,1,0.0865,0.966,0.548,0.112,0.39,69.056,192640,4,Calm
5776,Hybrid,Higher Than A Skyscraper,7B0oHjGbLI5ZHG6Gh3o4u8,5,2012,breakbeat,0.455,0.719,7,-10.944,1,0.0452,0.0156,0.83,0.373,0.141,131.991,346853,4,Energetic
233932,Bonde do Brasil,Solteira Sim Carente Nunca,1ZoxOI4F3jo5mkbJ48HDz5,0,2016,forro,0.655,0.649,11,-9.951,1,0.0436,0.712,0.0141,0.221,0.836,173.946,160575,4,Calm
958416,Nawang Khechog,Freedom,1gCUQzNBZcYrjydSceQcLM,10,2004,k-pop,0.272,0.0655,2,-18.794,0,0.0472,0.996,0.87,0.0783,0.348,131.385,373400,3,Calm
593393,Masters At Work,Virus Ruff Mutes - Sax Dub,6wdjoWeyEzBnc9YyqtCpFk,20,2023,deep-house,0.919,0.538,11,-9.124,0,0.177,0.000584,0.858,0.1,0.509,124.988,378923,4,Calm
1073926,Trio Nordestino,Estou Roendo Sim,0aJDTCSEiCxUAgrTXdMofS,1,2006,forro,0.738,0.719,0,-7.229,0,0.0299,0.448,0.0,0.333,0.962,127.068,137760,4,Happy
1302615,Hari Rončević,I Sve Dok Dišen,2wgit0X2CxkwfwSp2azntZ,34,2009,k-pop,0.643,0.555,7,-8.748,1,0.025,0.558,0.0,0.131,0.426,90.02,193960,4,Calm
670812,Алёша Димитриевич,Старинный питерский романс,3oFo5puEqVkhYewqAMatHB,0,2000,romance,0.331,0.0959,2,-26.305,0,0.294,0.837,2.84e-05,0.861,0.643,167.329,101080,1,Calm
107056,Andre Crom,You Don't Know - Original Mix,0ijQmXPH1aD7zsD9MeOm1N,14,2013,techno,0.817,0.396,1,-8.624,1,0.0727,0.0115,0.895,0.127,0.747,120.002,464539,4,Calm
57059,Car Seat Headrest,Crows - Rest in Bigger Pieces Mix,5Fp8tM4YrGsRUgPViLj0sv,29,2013,alt-rock,0.398,0.771,4,-6.087,1,0.0428,0.507,0.696,0.592,0.225,131.051,263817,4,Sad
1309550,Rihanna,Russian Roulette,3rMsX63C0IZVnOT5LGYoTH,65,2009,pop,0.48,0.486,6,-5.754,0,0.0447,0.046,0.0,0.107,0.265,80.051,227533,4,Calm
483774,ELIJAH MOON,never sober (reimagined),47jtvWo9oIaKSf1s0Jp43i,56,2021,chill,0.761,0.454,0,-9.523,0,0.0442,0.204,0.136,0.11,0.532,144.966,81150,4,Calm
1011857,Dorinda Clark-Cole,Worked Out For My Good,42GkMkVkMS56vB0UrHmED3,9,2005,gospel,0.636,0.887,1,-5.263,1,0.196,0.0479,0.0,0.945,0.771,120.074,393400,4,Happy
1143894,La Fouine,Banlieue sale (feat. Gue-d'1 & Kennedy),0RGwOfa4Gqn52c0SksRxMq,28,2007,french,0.647,0.883,1,-3.467,1,0.328,0.187,0.0,0.181,0.563,157.974,258120,4,Energetic
988854,Leandro Fresco,Lejos,4ErzgbAVbENy2dIXPFPBIw,0,2005,ambient,0.0651,0.535,10,-15.698,0,0.0784,0.806,0.951,0.438,0.0647,64.61,164907,4,Sad
957428,Wayman Tisdale,Ready to Hang,6Usb53J7jEYuCeNoI5sJsm,22,2004,jazz,0.736,0.754,7,-3.351,1,0.0452,0.273,0.546,0.188,0.658,98.767,239653,4,Happy
983226,Aníbal Troilo Y Su Orquesta Típica,La Racha,6eKuFY4YzLCiRFPtR71bfk,0,2004,tango,0.494,0.339,7,-9.26,0,0.031,0.743,0.399,0.187,0.562,117.677,189840,4,Calm
149998,Karamelo Santo,Como Te Voy a Olvidar - Edit,1vNuHEbQONnN0DJUBKeUXJ,39,2014,punk-rock,0.712,0.735,11,-3.903,0,0.0329,0.115,0.000383,0.12,0.963,150.152,254145,4,Happy
506393,Hardballs,На плаву,6chQucer0XqCbgfUzuqEVG,0,2021,heavy-metal,0.452,0.949,2,-6.211,1,0.0579,2.33e-05,0.000151,0.195,0.101,199.982,209740,4,Energetic
1113918,Nina Simone,O-o-h Child - (Nickodemus Remix),4n1Yo3rWA9NIEa9Q64pa7r,23,2006,soul,0.596,0.871,4,-8.388,0,0.127,0.0465,1.04e-05,0.0611,0.686,98.44,212760,4,Happy
453577,Fresco Trey,Fked Up,5Q5tvvXU8uspalxqbv2Mf1,48,2020,hip-hop,0.806,0.398,1,-8.527,0,0.0818,0.235,0.0,0.0452,0.297,79.985,172957,4,Calm
481751,Aretha Franklin,Today I Sing The Blues,7EREzdwiHGFcqgZt3xF9eQ,22,2021,blues,0.546,0.311,2,-9.806,1,0.0424,0.883,9.96e-05,0.0929,0.447,133.982,169933,3,Calm
441349,s0cliché,Pro Skater,4i5LQ7RQLzcaNQhK90A4IA,29,2020,emo,0.561,0.93,1,-8.497,1,0.0945,0.00693,5.07e-06,0.157,0.467,122.068,129841,4,Energetic
942152,Nâdiya,Et c'est parti... (feat. Smartzee),1zwJikF2MYUwqcVnqtGxVj,50,2004,french,0.761,0.972,10,-1.185,0,0.27,0.482,0.0,0.236,0.466,97.965,230880,4,Calm
556574,DJ S.K.T,Drip,4NH9xSGfbs8zchM70KZReS,24,2022,groove,0.902,0.915,9,-4.23,0,0.157,0.00369,0.0144,0.13,0.798,125.011,169920,4,Happy
1066610,Roberta Flack,Feel Like Makin' Love - 2006 Remaster,3Gt2QQYf8vIwhlQLAMdJfW,16,2006,disco,0.689,0.425,5,-15.358,0,0.0309,0.617,0.0105,0.178,0.688,93.858,175613,4,Calm
131784,Schiller,Schiller - Live,6klQmQg0X7zedpiRrSPcbe,17,2014,german,0.533,0.68,6,-9.874,0,0.045,0.37,0.821,0.808,0.0361,93.004,343453,4,Calm
1074002,Flávio José,Quadrado Feito Uma Rapadura,1yQw2FwLNVeQEPN9WNGZJ1,2,2006,forro,0.645,0.806,2,-4.44,0,0.043,0.438,0.0,0.373,0.949,174.777,269293,4,Happy
1164501,Guy Sweens,Arrows of Desire,45TYBrfF174dQBaITyziEL,17,2007,new-age,0.622,0.682,6,-7.477,0,0.024,0.225,0.909,0.163,0.244,99.994,415320,4,Calm
93389,Ben Folds Five,"Selfless, Cold and Composed - Live at House Of Blues, Boston, MA 10/13/12",1x0E9Yj5nINxpcJdsDpOR3,9,2013,piano,0.24,0.561,11,-8.197,1,0.035,0.664,0.000135,0.951,0.283,195.478,365867,3,Sad
1106863,Alfredo De La Fé,Ritmo Sabroso,38ZL3KfzXjyp6eJvVX8JN7,18,2006,salsa,0.84,0.589,1,-8.143,1,0.109,0.245,0.31,0.0466,0.914,103.979,281293,4,Calm
254621,Thee Commons,Sunday's Delight - Audiotree Live Version,7zFnD2wdnhgzVnV98EYhzX,0,2017,afrobeat,0.264,0.971,2,-5.947,1,0.0627,0.0396,0.386,0.629,0.608,139.482,145592,4,Happy
266492,Christopher Martin,Hide Away,1VSdcdTpwizYzCIVbALvaO,15,2017,dancehall,0.817,0.644,1,-3.793,1,0.0451,0.122,0.0,0.144,0.668,106.976,208164,4,Calm
1402957,Dibigode,Barroca,3LXcEYSHHrFMe5jblpjfhy,1,2011,afrobeat,0.419,0.656,9,-6.319,0,0.0388,0.294,0.683,0.0884,0.105,130.801,485879,4,Calm
508182,Poloboy Nunu,Vengeance (Free Twin),1vvMUXQeeV1SKuUHQZZNOl,6,2021,indian,0.733,0.48,1,-7.899,1,0.413,0.212,0.000569,0.085,0.261,75.992,151741,4,Calm
1376617,Josh Wink,Minimum 23 - Agoria Remix,1uBGpX6QQxx6IpZdYd81hu,2,2010,minimal-techno,0.61,0.872,10,-6.717,0,0.0413,3.05e-05,0.898,0.0823,0.348,124.995,555773,4,Energetic
795942,David Gray,Freedom,7APNTy3AfGtkL2AJFJ9AD3,28,2002,acoustic,0.746,0.317,2,-11.065,1,0.034,0.473,0.0192,0.11,0.206,118.954,408573,4,Calm
368877,Lullatone,Fireflies and Lightning Bugs (Piano Version),7DUhfF5wq4nAyph07EuP0G,29,2019,ambient,0.446,0.251,0,-28.424,1,0.0476,0.934,0.849,0.092,0.214,84.165,138008,4,Sad
986821,Jorge Drexler,El monte y el río,4yQblRnW7qdwkBOos4kVDX,14,2005,afrobeat,0.511,0.417,2,-10.708,1,0.255,0.111,0.00295,0.101,0.408,83.927,257720,3,Calm
822080,36 Crazyfists,Two Months from a Year,0DWmfcOK1EJWH2vmUU4qFj,16,2002,groove,0.259,0.984,3,-4.347,1,0.293,0.000713,0.000361,0.137,0.0672,91.936,264627,4,Calm
344005,Faderhead,Inside of Me,1yCVxipsykHnF1HtY8qRed,7,2018,industrial,0.407,0.746,7,-6.632,0,0.0348,0.000225,0.347,0.329,0.172,92.021,334811,4,Calm
358027,João Carreiro,Não Toco Não,4hRPyCTKKfxd5QxtBAz4Jw,38,2018,sertanejo,0.455,0.819,2,-4.144,1,0.124,0.712,0.0,0.146,0.519,95.207,156374,4,Calm
96829,Sublime,New Thrash - Live At The Palace/1995,5LKWVIjtkzR9XfHj3icAlN,19,2013,punk-rock,0.281,0.933,2,-4.973,1,0.197,0.18,8.94e-06,0.883,0.386,110.63,64653,4,Calm
1339783,Teen Daze,"Shine on, You Crazy White Cap",4ig3z4XEqXjv4AdhNKkcEJ,9,2010,chill,0.368,0.576,7,-12.38,1,0.0683,0.133,0.00546,0.114,0.303,115.03,248174,4,Calm
988075,Dmitri Shostakovich,Symphony for Strings Op. 118A (orch. Barshai): 2. Allegretto furioso,78OAngJhEbBPPI81jFu8Kv,18,2005,ambient,0.377,0.432,5,-13.179,1,0.0444,0.971,0.932,0.1,0.345,87.591,250040,4,Calm
1008057,Ol Kainry,Paranoïa,4VA5o3Im1hDUYZzslQYD74,9,2005,french,0.484,0.821,11,-6.909,1,0.306,0.31,0.0,0.762,0.828,128.427,254107,5,Happy
334754,The Williams Singers,Talking About That Number,2zoU7SxVaxJ9gWGwLxakGZ,12,2018,gospel,0.346,0.756,2,-4.919,1,0.168,0.383,0.0,0.125,0.583,179.591,220543,4,Energetic
607143,WLDERZ,Hydra,672NyUeA8dto4JrDU4Jcrw,0,2023,industrial,0.66,0.92,11,-8.654,0,0.0387,0.00111,0.934,0.11,0.0317,138.0,335500,4,Energetic
608248,STAYC,Teddy Bear,4kSDi21MeOoSvpZs6MveI9,73,2023,k-pop,0.757,0.91,7,-3.953,1,0.0524,0.105,0.0,0.387,0.686,119.04,189773,4,Happy
455861,Suicide Commando,Hellraiser - Post Mortem,4kXjkIQ0dAjJtLCEYj5hG7,6,2020,industrial,0.457,0.99,2,-5.418,1,0.0699,0.000292,0.00386,0.0808,0.149,130.009,379908,4,Energetic
1273204,Cutty Ranks,Press The Trigger,1CgU7BHKjMgXmPAkAEupvC,15,2009,dancehall,0.81,0.869,1,-7.466,1,0.0897,0.0212,0.0,0.102,0.763,181.878,213960,4,Happy
218401,Bassnectar,Paracosm,3yVPgeYa9afId4T38PVhOO,32,2016,breakbeat,0.368,0.792,1,-3.437,0,0.0435,0.000625,0.0106,0.0674,0.134,79.918,270000,4,Calm
382463,Ulterior Motive,Intuition,13NBiFptuAsC55N39hko0a,17,2019,drum-and-bass,0.658,0.991,6,-2.275,1,0.0938,0.000955,0.805,0.0839,0.406,172.001,363046,4,Energetic
1003384,Modeselektor,"Kill Bill, Vol. 4",0T93QZ9e99gGD5WGIHA3xP,21,2005,electro,0.76,0.775,11,-8.326,0,0.0646,0.00406,0.0764,0.342,0.13,129.985,313213,4,Energetic
644021,Thee Headcoats,Every Bit Of Me,3kw2kdQCIxirMalxjxTpzX,0,2000,garage,0.298,0.993,6,-1.484,1,0.0733,0.439,0.00773,0.272,0.228,85.745,149947,4,Calm
467356,Amilcar Boscan,Melancolía De Domingo,6AfqbT5B8XPVItmMzHW3qQ,37,2020,salsa,0.649,0.709,5,-9.511,1,0.0354,0.262,0.0,0.0365,0.734,172.289,263185,4,Happy
29609,"Fear, and Loathing in Las Vegas",Crossover,3ovMdtx9Fb5MfS8fQH2VYP,31,2012,hard-rock,0.297,0.941,1,-1.776,1,0.183,3.11e-05,0.631,0.114,0.422,148.879,192080,4,Energetic
941327,Déo Seresteiro,Faz Mais Painho,4HDhIssyJ0uwoDVadPHy9q,5,2004,forro,0.725,0.903,9,-7.739,1,0.0353,0.114,0.000363,0.157,0.877,123.942,221466,4,Happy
1121406,12 Stones,This Dark Day,2AilQKeh6r7vWk29OvrrzU,49,2007,alt-rock,0.229,0.864,11,-3.935,0,0.075,0.00371,0.0,0.315,0.48,172.129,202333,3,Energetic
1220232,Population Reduction,Return of the Beast,6bfXLacF47x7n48la6BaD0,0,2008,grindcore,0.263,0.847,8,-8.086,1,0.0966,3.44e-05,0.881,0.323,0.34,114.343,131547,4,Calm
911506,Di Paullo & Paulino,O Que É Que Eu Sou Sem Você (Nada Nada Nada),0tngn7Ojqr3bhfycduJTq6,19,2003,sertanejo,0.553,0.535,7,-6.35,1,0.0275,0.775,2.82e-06,0.16,0.561,104.446,222667,4,Calm
551014,Toinho & Forró Show,Amando Gostoso,7vziYFxkiHQNglhTxomD79,12,2022,forro,0.531,0.965,0,-5.147,1,0.0613,0.623,0.0,0.298,0.744,179.884,107021,4,Happy
587064,The Ogre,Violent Poltergeist Manifestation - (Live La Iglesia 2022),5XxSkGg6UjBjvS2uvfNGaC,0,2023,black-metal,0.224,0.964,2,-8.758,1,0.0638,0.000103,0.165,0.838,0.0369,72.06,162764,4,Calm
262613,The Magnetic Fields,'08: Surfin',1G65MJODKvZGVWN05GYIAe,6,2017,club,0.472,0.962,9,-4.142,1,0.0636,0.631,0.0846,0.264,0.119,121.697,167413,4,Sad
595383,Above & Beyond,No One On Earth (Mixed) - Gabriel & Dresden Remix [Above & Beyond Respray],2WqoczgxcIlkaO02GY92om,15,2023,edm,0.554,0.897,5,-8.304,0,0.0433,0.00358,0.457,0.215,0.136,130.0,327396,4,Energetic
1221649,Juan Serrano,Entre Olas,3rNlr3mCdg4onixReKR0Dg,26,2008,guitar,0.459,0.556,4,-13.49,0,0.0464,0.846,0.743,0.192,0.751,94.357,227120,4,Calm
1341121,Trembling Blue Stars,No More Sad Songs,4428PNoMgesN1bywNAaTjG,9,2010,club,0.48,0.728,6,-8.679,1,0.0301,0.000967,0.831,0.21,0.792,130.901,171960,4,Happy
598485,Werenoi,Laboratoire,2GMXeFK2Zz6DqUP5LT9NHz,65,2023,french,0.801,0.604,5,-6.525,0,0.21,0.463,0.00378,0.111,0.534,125.024,162840,4,Calm
743208,The Shermans,Boy With the Bright Eyes,2r0XYwo9sFmmUFy3K4ZbnE,17,2001,club,0.689,0.367,7,-13.456,1,0.0375,0.808,0.00768,0.111,0.625,145.371,164000,4,Calm
583674,UNKLE,The Other Side (Rōnin Def Mix) [Instrumental Version],55AwdJS88fAii8wOP9Xggv,12,2022,trip-hop,0.483,0.655,6,-9.354,0,0.0388,0.00628,0.926,0.161,0.196,167.982,226880,4,Calm
309869,Sara Farell,Water Under The Bridge - Acoustic Version,0inGtqOgtQ9y3mzCMgU7C2,31,2018,acoustic,0.379,0.303,2,-4.99,1,0.0494,0.922,0.0,0.121,0.249,183.688,224488,4,Sad
1459036,Angelica Maria,Tu sigues siendo el mismo,1F2ZeR9GjbPNOmyH6ry5wi,0,2011,rock-n-roll,0.431,0.262,2,-7.766,1,0.0289,0.593,0.0,0.315,0.319,110.265,235760,3,Calm
981328,Marta Sánchez,Dime La Verdad,5OJCF1NzWkX236QH0VjaEv,18,2004,spanish,0.68,0.714,0,-5.473,0,0.0418,0.0568,3.73e-05,0.272,0.514,98.032,250000,4,Calm
111731,Sarcófago,The Black Vomit,6ISr8phAkO6HDIOiCFEpSi,16,2014,black-metal,0.381,0.99,2,-8.415,1,0.0871,3.9e-06,0.878,0.309,0.23,131.686,141267,4,Energetic
1080480,No To Co,Kryształ na komodzie,4UE8cxX8TevjR7QCCsParc,0,2006,groove,0.68,0.769,0,-9.133,1,0.0323,0.00355,6.86e-06,0.0479,0.901,100.016,277733,4,Happy
231717,Samaris,Wanted 2 Say,2FxnsB6GuZgKbMNbCQkoQG,22,2016,electronic,0.629,0.596,11,-9.775,0,0.0352,0.0352,0.59,0.0961,0.179,156.001,261891,4,Calm
246618,Covenant,Cold Reading,7tab1nAjsXTA0uxnQdTDuw,7,2016,industrial,0.539,0.933,10,-6.775,0,0.0391,0.263,0.621,0.108,0.287,119.988,294573,4,Calm
826020,DJ Jazzy Jeff & The Fresh Prince,The Fresh Prince of Bel-Air,3FltYEzrDu20qIRjj4SNvD,39,2002,hip-hop,0.829,0.692,10,-7.383,0,0.102,0.00334,2.17e-06,0.0456,0.877,101.132,175693,4,Calm
909721,Elio Revé Y Su Charangón,Charangón Pa´ Rato,1Z3iUIE6sshSBFGi7KCYZ8,0,2003,salsa,0.568,0.779,7,-7.495,1,0.0645,0.719,8.27e-06,0.297,0.748,105.301,375880,4,Happy
1434128,Antonio Bribiesca,La Adelta,2KNgnkjf5O80iSM26lSYy5,4,2011,guitar,0.571,0.332,0,-12.931,1,0.0908,0.878,0.894,0.0742,0.392,122.212,153757,4,Calm
517195,ShitKid,seen it before,58374DC6EjrBvMRs8ewrsW,4,2021,power-pop,0.451,0.498,9,-8.332,1,0.0368,0.0434,0.149,0.509,0.533,74.983,139688,4,Calm
759978,Gold City,Calvary's Hill,4ElFGxGvoCNnDRps05ts8m,4,2001,gospel,0.303,0.368,1,-8.775,1,0.0321,0.684,0.0,0.273,0.177,122.805,290440,3,Sad
1377504,Ernesto Cortazar,Please Don't Say Goodbye,0XTekyhXb4aoUhRo0LNzqw,11,2010,new-age,0.268,0.422,8,-10.767,0,0.03,0.893,0.72,0.313,0.277,127.962,201477,4,Sad
437457,Le Youth,Balance,07iOP0oTuF2ILDbmYCysBX,14,2020,disco,0.623,0.787,2,-7.865,1,0.0357,0.028,0.933,0.0735,0.0935,123.986,267176,4,Energetic
554309,Maria Marçal,Tempo de Cantar (Ao Vivo),1U2eBrq3VvjAw3q5UahjOk,55,2022,gospel,0.683,0.445,7,-6.672,1,0.027,0.612,0.0,0.146,0.275,128.051,243001,4,Sad
1447963,Yiruma,Poem+詩처럼,1VLFPVLQstQ7vn2dTi6IrB,10,2011,new-age,0.509,0.105,8,-19.833,1,0.0566,0.979,0.945,0.211,0.123,111.958,192819,4,Sad
506383,Bloody Hell,Midnight Man,7eCAVaEOTCF4hxMTZ0BzoR,0,2021,heavy-metal,0.546,0.944,2,-7.454,1,0.0811,0.000151,0.00125,0.261,0.349,120.03,222960,4,Energetic
994978,Reba McEntire,You're Gonna Be,7hs16NyLs6GJ3BIgoWqFoq,38,2005,country,0.438,0.458,5,-8.714,1,0.0311,0.477,0.0,0.125,0.203,155.559,232267,4,Calm
1140216,Digitalism,Moonlight,1laJjlZFz0AfHT6u9PEw63,18,2007,electronic,0.399,0.622,9,-6.656,0,0.0385,0.0177,0.00978,0.229,0.157,128.201,171987,4,Calm
1317827,Julión Álvarez y su Norteño Banda,El Santo De Sinaloa - Corrido,0xgbDxI4GESYWcozc01Ma6,22,2009,sad,0.74,0.757,10,-4.125,1,0.0484,0.482,0.0,0.0513,0.973,134.937,143413,4,Happy
879504,Luther Vandross,Knocks Me off My Feet,41HGzvUa3dltLzdKGEmROG,17,2003,funk,0.484,0.416,1,-8.16,1,0.0383,0.572,0.0,0.329,0.389,83.95,224800,4,Calm
1277564,Delroy Wilson,Give Love A Try,4i00ONewCjrYXz4VZbIMw5,30,2009,dub,0.789,0.682,9,-6.778,1,0.0929,0.0177,0.449,0.147,0.706,129.462,134480,4,Calm
623831,Collective Soul,Why Pt. 2,7ldnttFcRZRgfLSNmDbSSg,45,2000,alt-rock,0.668,0.647,6,-4.946,1,0.0813,0.0284,0.000349,0.134,0.747,121.628,217493,3,Calm
434757,Flavour,Ebube,14q1I1hT2ebRisvfp6JUoF,20,2020,dancehall,0.489,0.914,11,-2.14,0,0.0851,0.567,0.00355,0.119,0.966,148.303,215728,3,Happy
900212,Duke Ellington,All Too Soon - 1999 Remastered,26U7rwX4fDkde0tb5UXQNl,9,2003,piano,0.48,0.14,0,-19.442,1,0.0322,0.951,0.766,0.18,0.43,80.301,209133,4,Calm
608599,Gaho,Lonely,41OP9rR0DD2pu6zk80kpFu,22,2023,k-pop,0.572,0.446,4,-10.016,1,0.0294,0.601,2.53e-05,0.158,0.123,83.972,227560,4,Sad
751231,DJ Encore,Show Me,1u25Rj2xDNl8aiJuprNNBu,8,2001,electro,0.566,0.83,10,-8.179,0,0.0446,0.0152,0.0448,0.13,0.341,132.008,196373,4,Energetic
1266812,Ekin Cheng,一對對,075fAR05v7vFC7B3MzJsth,18,2009,cantopop,0.42,0.44,5,-8.514,1,0.0271,0.806,0.000142,0.103,0.121,102.95,152227,4,Sad
753810,Jeff Mangum,Two Headed Boy Part Two - Live,5PWrHmR5Eurf4K9IJE7h77,19,2001,folk,0.365,0.5,7,-8.047,1,0.0273,0.738,1.16e-06,0.135,0.265,93.556,337453,4,Sad
911961,Andrew Lloyd Webber,The Beautiful Game: All The Love I Have,6uRZqH3Dr2t199aafGLOjD,3,2003,show-tunes,0.31,0.339,9,-16.271,1,0.0534,0.956,0.0658,0.127,0.214,109.15,219533,4,Sad
1047011,Abram,La Esperanza,0H3l5BurTJd6sPwGyE4LPK,18,2005,spanish,0.703,0.807,10,-4.693,0,0.29,0.338,0.0,0.316,0.932,90.03,369747,4,Happy
950728,REO Speedwagon,Sophisticated Lady,1360l6vLPYkEv77g6LXjpZ,11,2004,hard-rock,0.348,0.918,5,-7.377,0,0.0513,0.00216,0.167,0.264,0.891,194.556,240667,4,Happy
399349,dodie,Human,7o8vTKpUe6GvlssjGhZk7d,48,2019,indie-pop,0.665,0.287,8,-14.923,1,0.04,0.938,0.149,0.103,0.386,133.924,202722,4,Calm
600367,Wincent Weiss,Morgen,4qfmBGwAyj388dDCOd1sss,0,2023,german,0.575,0.863,5,-4.275,0,0.102,0.0739,0.0,0.0928,0.564,147.963,163507,4,Energetic
1176392,Dimension Latina,Sun Sun Babaé,19wiXNUittD6tsYwsF7mm5,37,2007,salsa,0.681,0.525,0,-8.678,1,0.0435,0.783,0.334,0.123,0.838,101.393,180396,4,Calm
20197,toe,leave word,1Pyb1ExIgXJmjUt1pZcCZq,23,2012,emo,0.411,0.955,2,-1.651,1,0.0499,0.248,0.536,0.174,0.784,175.005,179280,1,Happy
510342,Chilled Jazz Inc,Taking Your Time,232jmQUcuThHN5PK7A1ODr,40,2021,jazz,0.654,0.125,5,-20.04,1,0.0432,0.898,0.91,0.119,0.269,84.917,112964,4,Sad
261367,Claude Debussy,"Debussy: Piano Trio in G Major, L. 5: I. Andantino con moto allegro",0q3gYSY1xn5JjmaFsiblHl,33,2017,classical,0.148,0.108,0,-21.169,1,0.0492,0.975,0.234,0.0819,0.178,79.822,496067,4,Sad
41648,Guided By Voices,The Corners are Glowing,1vjQIii4bn7TbJ9iabDXVn,3,2012,power-pop,0.389,0.843,5,-6.166,1,0.0327,0.00946,0.405,0.138,0.933,118.112,182387,4,Happy
1256660,Arch Enemy,We Will Rise - Live,3L2YKDS6X9u7NeM9ulF6Vd,16,2008,swedish,0.42,0.979,8,-5.77,1,0.0841,9.35e-05,0.581,0.398,0.171,113.977,273387,4,Calm
263611,Glenn Wool,Words Matter,6IkIAOwiAt7RFshaEMt8aP,6,2017,comedy,0.593,0.773,3,-8.632,0,0.918,0.8,0.0,0.932,0.505,103.143,214988,4,Calm
474058,The Sounds,Things We Do For Love,2FCmBHvVnNslOBAqlZcVNv,29,2020,swedish,0.711,0.767,11,-4.5,0,0.035,0.0101,7.74e-06,0.25,0.337,115.013,256253,4,Calm
